"Src NE Name","Sink NE Name","Link Type","Status","Capacity","Media Type","Protection","Service Class","Utilization","Route WKT"
"CSG-E00912","CSG-E00913","CSG-Ring","Up","10G","Fiber","Ring","Access","46%","LINESTRING(115.837744 39.446248, 115.8407088 39.445424, 115.838979 39.442879)"
"CSG-E00913","CSG-E00914","CSG-Ring","Up","10G","Fiber","Ring","Access","53%","LINESTRING(115.838979 39.442879, 115.840448 39.4401095, 115.842714 39.442276)"
"CSG-E00914","CSG-E00915","CSG-Ring","Up","10G","Fiber","Ring","Access","60%","LINESTRING(115.842714 39.442276, 115.8447779 39.4445669, 115.846303 39.441887)"
"CSG-E00915","CSG-E00916","CSG-Ring","Up","10G","Fiber","Ring","Access","67%","LINESTRING(115.846303 39.441887, 115.849192 39.4405652, 115.849787 39.443686)"
"ASG-009","CSG-E00901","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","74%","LINESTRING(115.823679 39.443396, 115.8273343 39.4606319, 115.841137 39.471583)"
"ASG-102","CSG-E00916","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","81%","LINESTRING(115.909244 39.436655, 115.8807811 39.4508728, 115.849787 39.443686)"
"CSG-E00917","CSG-E00918","CSG-Ring","Up","10G","Fiber","Ring","Access","88%","LINESTRING(116.32418 39.902959, 116.3212007 39.9011253, 116.319431 39.904143)"
"CSG-E00918","CSG-E00919","CSG-Ring","Up","10G","Fiber","Ring","Access","19%","LINESTRING(116.319431 39.904143, 116.3217226 39.9064811, 116.319036 39.908352)"
"CSG-E00919","CSG-E00920","CSG-Ring","Up","10G","Fiber","Ring","Access","26%","LINESTRING(116.319036 39.908352, 116.3162311 39.9066289, 116.314959 39.909665)"
"CSG-E00920","CSG-E00921","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","33%","LINESTRING(116.314959 39.909665, 116.3141538 39.9128251, 116.311184 39.911478)"
"CSG-E00921","CSG-E00922","CSG-Ring","Up","10G","Fiber","Ring","Access","40%","LINESTRING(116.311184 39.911478, 116.3100346 39.9080069, 116.306496 39.908928)"
"CSG-E00922","CSG-E00923","CSG-Ring","Up","10G","Fiber","Ring","Access","47%","LINESTRING(116.306496 39.908928, 116.3053967 39.9119793, 116.302607 39.910325)"
"CSG-E00923","CSG-E00924","CSG-Ring","Up","10G","Fiber","Ring","Access","54%","LINESTRING(116.302607 39.910325, 116.3001636 39.9080485, 116.298199 39.910749)"
"CSG-E00924","CSG-E00925","CSG-Ring","Up","10G","Fiber","Ring","Access","61%","LINESTRING(116.298199 39.910749, 116.2949451 39.9103732, 116.295853 39.907226)"
"CSG-E00925","CSG-E00926","CSG-Ring","Up","10G","Fiber","Ring","Access","68%","LINESTRING(116.295853 39.907226, 116.2956133 39.9042119, 116.292898 39.905542)"
"CSG-E00926","CSG-E00927","CSG-Ring","Up","10G","Fiber","Ring","Access","75%","LINESTRING(116.292898 39.905542, 116.2899701 39.9054977, 116.29135 39.902915)"
"CSG-E00927","CSG-E00928","CSG-Ring","Up","10G","Fiber","Ring","Access","82%","LINESTRING(116.29135 39.902915, 116.2879866 39.9002858, 116.284434 39.902653)"
"CSG-E00928","CSG-E00929","CSG-Ring","Up","10G","Fiber","Ring","Access","89%","LINESTRING(116.284434 39.902653, 116.2818523 39.9009905, 116.284265 39.899091)"
"CSG-E00929","CSG-E00930","CSG-Ring","Up","10G","Fiber","Ring","Access","20%","LINESTRING(116.284265 39.899091, 116.2866219 39.8972668, 116.283996 39.895857)"
"CSG-E00930","CSG-E00931","CSG-Ring","Up","10G","Fiber","Ring","Access","27%","LINESTRING(116.283996 39.895857, 116.2812549 39.8946514, 116.283443 39.892607)"
"ASG-099","CSG-E00917","ASG-CSG-Access","Down","25G","Fiber","Dual-Homed","Backhaul","34%","LINESTRING(116.275432 39.89019, 116.2975076 39.9053491, 116.32418 39.902959)"
"ASG-038","CSG-E00931","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","41%","LINESTRING(116.286702 39.968734, 116.2713696 39.9312571, 116.283443 39.892607)"
"CSG-E00932","CSG-E00933","CSG-Ring","Up","10G","Fiber","Ring","Access","48%","LINESTRING(116.755473 39.471976, 116.7527651 39.4726795, 116.754946 39.474432)"
"CSG-E00933","CSG-E00934","CSG-Ring","Up","10G","Fiber","Ring","Access","55%","LINESTRING(116.754946 39.474432, 116.7576914 39.4745369, 116.755811 39.47654)"
"CSG-E00934","CSG-E00935","CSG-Ring","Up","10G","Fiber","Ring","Access","62%","LINESTRING(116.755811 39.47654, 116.7531429 39.4756074, 116.75388 39.478336)"
"CSG-E00935","CSG-E00936","CSG-Ring","Up","10G","Fiber","Ring","Access","69%","LINESTRING(116.75388 39.478336, 116.7567565 39.478923, 116.754937 39.481227)"
"CSG-E00936","CSG-E00937","CSG-Ring","Up","10G","Fiber","Ring","Access","76%","LINESTRING(116.754937 39.481227, 116.7523039 39.4800654, 116.752645 39.482923)"
"CSG-E00937","CSG-E00938","CSG-Ring","Up","10G","Fiber","Ring","Access","83%","LINESTRING(116.752645 39.482923, 116.7524902 39.4858197, 116.750033 39.484278)"
"CSG-E00938","CSG-E00939","CSG-Ring","Up","10G","Fiber","Ring","Access","90%","LINESTRING(116.750033 39.484278, 116.7488718 39.4814821, 116.74669 39.483581)"
"CSG-E00939","CSG-E00940","CSG-Ring","Up","10G","Fiber","Ring","Access","21%","LINESTRING(116.74669 39.483581, 116.7450955 39.4859129, 116.744077 39.483278)"
"CSG-E00940","CSG-E00941","CSG-Ring","Up","10G","Fiber","Ring","Access","28%","LINESTRING(116.744077 39.483278, 116.7431298 39.4806411, 116.741566 39.482966)"
"CSG-E00941","CSG-E00942","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","35%","LINESTRING(116.741566 39.482966, 116.7393169 39.4845712, 116.739513 39.481815)"
"ASG-013","CSG-E00932","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","42%","LINESTRING(116.784248 39.465869, 116.7687612 39.463743, 116.755473 39.471976)"
"ASG-019","CSG-E00942","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","49%","LINESTRING(116.776339 39.554609, 116.7448231 39.5248407, 116.739513 39.481815)"
"CSG-E00943","CSG-E00944","CSG-Ring","Up","10G","Fiber","Ring","Access","56%","LINESTRING(116.572274 40.063024, 116.5714842 40.0660949, 116.574655 40.066114)"
"CSG-E00944","CSG-E00945","CSG-Ring","Up","10G","Fiber","Ring","Access","63%","LINESTRING(116.574655 40.066114, 116.5768278 40.0683065, 116.574067 40.069687)"
"CSG-E00945","CSG-E00946","CSG-Ring","Up","10G","Fiber","Ring","Access","70%","LINESTRING(116.574067 40.069687, 116.571002 40.0703975, 116.572493 40.073168)"
"CSG-E00946","CSG-E00947","CSG-Ring","Up","10G","Fiber","Ring","Access","77%","LINESTRING(116.572493 40.073168, 116.5713101 40.0763493, 116.568241 40.0749)"
"CSG-E00947","CSG-E00948","CSG-Ring","Up","10G","Fiber","Ring","Access","84%","LINESTRING(116.568241 40.0749, 116.5657704 40.0726054, 116.563733 40.075292)"
"ASG-046","CSG-E00943","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","91%","LINESTRING(116.548914 40.068393, 116.5596276 40.0615037, 116.572274 40.063024)"
"ASG-046","CSG-E00948","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","22%","LINESTRING(116.548914 40.068393, 116.5550817 40.0745099, 116.563733 40.075292)"
"CSG-E00949","CSG-E00950","CSG-Ring","Up","10G","Fiber","Ring","Access","29%","LINESTRING(116.069457 40.115812, 116.0719917 40.1146929, 116.07127 40.117368)"
"CSG-E00950","CSG-E00951","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","36%","LINESTRING(116.07127 40.117368, 116.0703765 40.11998, 116.072955 40.118994)"
"CSG-E00951","CSG-E00952","CSG-Ring","Down","10G","Fiber","Ring","Access","43%","LINESTRING(116.072955 40.118994, 116.0756889 40.1178573, 116.075553 40.120815)"
"CSG-E00952","CSG-E00953","CSG-Ring","Up","10G","Fiber","Ring","Access","50%","LINESTRING(116.075553 40.120815, 116.0726954 40.1205499, 116.073948 40.123132)"
"CSG-E00953","CSG-E00954","CSG-Ring","Up","10G","Fiber","Ring","Access","57%","LINESTRING(116.073948 40.123132, 116.0765383 40.1241386, 116.074145 40.125551)"
"CSG-E00954","CSG-E00955","CSG-Ring","Up","10G","Fiber","Ring","Access","64%","LINESTRING(116.074145 40.125551, 116.0713239 40.1254384, 116.072834 40.127824)"
"CSG-E00955","CSG-E00956","CSG-Ring","Up","10G","Fiber","Ring","Access","71%","LINESTRING(116.072834 40.127824, 116.0709737 40.1303527, 116.069037 40.127882)"
"CSG-E00956","CSG-E00957","CSG-Ring","Up","10G","Fiber","Ring","Access","78%","LINESTRING(116.069037 40.127882, 116.0661431 40.1275871, 116.067265 40.130271)"
"CSG-E00957","CSG-E00958","CSG-Ring","Up","10G","Fiber","Ring","Access","85%","LINESTRING(116.067265 40.130271, 116.0650986 40.1323204, 116.064104 40.129509)"
"ASG-050","CSG-E00949","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","92%","LINESTRING(116.083308 40.100773, 116.0736755 40.1057993, 116.069457 40.115812)"
"ASG-093","CSG-E00958","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","23%","LINESTRING(116.023695 40.192183, 116.0326182 40.1535724, 116.064104 40.129509)"
"CSG-E00959","CSG-E00960","CSG-Ring","Up","10G","Fiber","Ring","Access","30%","LINESTRING(116.151667 40.003383, 116.1510565 40.0004183, 116.148518 40.002067)"
"CSG-E00960","CSG-E00961","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","37%","LINESTRING(116.148518 40.002067, 116.145699 40.0029742, 116.146077 40.000037)"
"CSG-E00961","CSG-E00962","CSG-Ring","Up","10G","Fiber","Ring","Access","44%","LINESTRING(116.146077 40.000037, 116.1470801 39.9972952, 116.144187 39.997687)"
"CSG-E00962","CSG-E00963","CSG-Ring","Up","10G","Fiber","Ring","Access","51%","LINESTRING(116.144187 39.997687, 116.142414 39.995312, 116.145316 39.99471)"
"CSG-E00963","CSG-E00964","CSG-Ring","Up","10G","Fiber","Ring","Access","58%","LINESTRING(116.145316 39.99471, 116.1454918 39.9915891, 116.142446 39.992292)"
"CSG-E00964","CSG-E00965","CSG-Ring","Up","10G","Fiber","Ring","Access","65%","LINESTRING(116.142446 39.992292, 116.1402969 39.9903819, 116.143038 39.989514)"
"CSG-E00965","CSG-E00966","CSG-Ring","Up","10G","Fiber","Ring","Access","72%","LINESTRING(116.143038 39.989514, 116.1459247 39.9892775, 116.144304 39.986877)"
"CSG-E00966","CSG-E00967","CSG-Ring","Up","10G","Fiber","Ring","Access","79%","LINESTRING(116.144304 39.986877, 116.1458594 39.9839661, 116.148509 39.985934)"
"CSG-E00967","CSG-E00968","CSG-Ring","Up","10G","Fiber","Ring","Access","86%","LINESTRING(116.148509 39.985934, 116.15138 39.9855957, 116.149663 39.98327)"
"CSG-E00968","CSG-E00969","CSG-Ring","Up","10G","Fiber","Ring","Access","93%","LINESTRING(116.149663 39.98327, 116.1502391 39.9803433, 116.152682 39.982055)"
"CSG-E00969","CSG-E00970","CSG-Ring","Up","10G","Fiber","Ring","Access","24%","LINESTRING(116.152682 39.982055, 116.1542051 39.9847113, 116.156202 39.98239)"
"CSG-E00970","CSG-E00971","CSG-Ring","Up","10G","Fiber","Ring","Access","31%","LINESTRING(116.156202 39.98239, 116.1571819 39.9796081, 116.159256 39.981705)"
"ASG-055","CSG-E00959","ASG-CSG-Access","Maintenance","25G","Fiber","Dual-Homed","Backhaul","38%","LINESTRING(116.137319 40.003133, 116.144448 40.0058406, 116.151667 40.003383)"
"ASG-060","CSG-E00971","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","45%","LINESTRING(116.192126 40.0633, 116.1610039 40.0284191, 116.159256 39.981705)"
"CSG-E00972","CSG-E00973","CSG-Ring","Down","10G","Fiber","Ring","Access","52%","LINESTRING(115.823065 40.037563, 115.8239068 40.0403828, 115.826061 40.038378)"
"CSG-E00973","CSG-E00974","CSG-Ring","Up","10G","Fiber","Ring","Access","59%","LINESTRING(115.826061 40.038378, 115.8283753 40.0365296, 115.829065 40.03941)"
"CSG-E00974","CSG-E00975","CSG-Ring","Up","10G","Fiber","Ring","Access","66%","LINESTRING(115.829065 40.03941, 115.829979 40.0423522, 115.83248 40.040553)"
"CSG-E00975","CSG-E00976","CSG-Ring","Up","10G","Fiber","Ring","Access","73%","LINESTRING(115.83248 40.040553, 115.8350427 40.0419485, 115.83261 40.04356)"
"CSG-E00976","CSG-E00977","CSG-Ring","Up","10G","Fiber","Ring","Access","80%","LINESTRING(115.83261 40.04356, 115.8310615 40.0459098, 115.833874 40.045814)"
"CSG-E00977","CSG-E00978","CSG-Ring","Up","10G","Fiber","Ring","Access","87%","LINESTRING(115.833874 40.045814, 115.8366479 40.0462466, 115.834672 40.048241)"
"CSG-E00978","CSG-E00979","CSG-Ring","Up","10G","Fiber","Ring","Access","18%","LINESTRING(115.834672 40.048241, 115.8323987 40.0499146, 115.835068 40.050833)"
"CSG-E00979","CSG-E00980","CSG-Ring","Up","10G","Fiber","Ring","Access","25%","LINESTRING(115.835068 40.050833, 115.8341956 40.0539479, 115.83131 40.052486)"
"CSG-E00980","CSG-E00981","CSG-Ring","Up","10G","Fiber","Ring","Access","32%","LINESTRING(115.83131 40.052486, 115.8290323 40.0542148, 115.831704 40.055234)"
"CSG-E00981","CSG-E00982","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","39%","LINESTRING(115.831704 40.055234, 115.8322269 40.0580539, 115.829546 40.057035)"
"CSG-E00982","CSG-E00983","CSG-Ring","Up","10G","Fiber","Ring","Access","46%","LINESTRING(115.829546 40.057035, 115.8266056 40.0573127, 115.828129 40.059843)"
"CSG-E00983","CSG-E00984","CSG-Ring","Up","10G","Fiber","Ring","Access","53%","LINESTRING(115.828129 40.059843, 115.8260562 40.0622445, 115.824228 40.059652)"
"CSG-E00984","CSG-E00985","CSG-Ring","Up","10G","Fiber","Ring","Access","60%","LINESTRING(115.824228 40.059652, 115.8222695 40.0574414, 115.821125 40.060164)"
"ASG-100","CSG-E00972","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","67%","LINESTRING(115.814844 40.010043, 115.8239081 40.0223232, 115.823065 40.037563)"
"ASG-100","CSG-E00985","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","74%","LINESTRING(115.814844 40.010043, 115.8089627 40.0362341, 115.821125 40.060164)"
"CSG-E00986","CSG-E00987","CSG-Ring","Up","10G","Fiber","Ring","Access","81%","LINESTRING(116.217105 40.276604, 116.219432 40.2780527, 116.216804 40.278832)"
"CSG-E00987","CSG-E00988","CSG-Ring","Up","10G","Fiber","Ring","Access","88%","LINESTRING(116.216804 40.278832, 116.2142332 40.277702, 116.214821 40.280448)"
"CSG-E00988","CSG-E00989","CSG-Ring","Up","10G","Fiber","Ring","Access","19%","LINESTRING(116.214821 40.280448, 116.2130387 40.2828422, 116.211566 40.280246)"
"CSG-E00989","CSG-E00990","CSG-Ring","Up","10G","Fiber","Ring","Access","26%","LINESTRING(116.211566 40.280246, 116.2089758 40.2791352, 116.209552 40.281894)"
"CSG-E00990","CSG-E00991","CSG-Ring","Up","10G","Fiber","Ring","Access","33%","LINESTRING(116.209552 40.281894, 116.2074384 40.2838046, 116.206971 40.280994)"
"CSG-E00991","CSG-E00992","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","40%","LINESTRING(116.206971 40.280994, 116.2045938 40.2791214, 116.203718 40.282018)"
"CSG-E00992","CSG-E00993","CSG-Ring","Up","10G","Fiber","Ring","Access","47%","LINESTRING(116.203718 40.282018, 116.2008723 40.2817619, 116.202601 40.279487)"
"CSG-E00993","CSG-E00994","CSG-Ring","Up","10G","Fiber","Ring","Access","54%","LINESTRING(116.202601 40.279487, 116.2020283 40.2766743, 116.199917 40.278619)"
"CSG-E00994","CSG-E00995","CSG-Ring","Down","10G","Fiber","Ring","Access","61%","LINESTRING(116.199917 40.278619, 116.1972802 40.2779426, 116.199583 40.276491)"
"ASG-062","CSG-E00986","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","68%","LINESTRING(116.198959 40.259364, 116.2049288 40.2712503, 116.217105 40.276604)"
"ASG-062","CSG-E00995","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","75%","LINESTRING(116.198959 40.259364, 116.2023539 40.2678152, 116.199583 40.276491)"
"CSG-E00996","CSG-E00997","CSG-Ring","Up","10G","Fiber","Ring","Access","82%","LINESTRING(116.759849 40.307881, 116.7631563 40.3066959, 116.761929 40.303404)"
"CSG-E00997","CSG-E00998","CSG-Ring","Up","10G","Fiber","Ring","Access","89%","LINESTRING(116.761929 40.303404, 116.7617986 40.2997115, 116.765467 40.29927)"
"CSG-E00998","CSG-E00999","CSG-Ring","Up","10G","Fiber","Ring","Access","20%","LINESTRING(116.765467 40.29927, 116.7690028 40.3020306, 116.772897 40.299804)"
"CSG-E00999","CSG-E01000","CSG-Ring","Up","10G","Fiber","Ring","Access","27%","LINESTRING(116.772897 40.299804, 116.7746943 40.2966978, 116.777852 40.298403)"
"CSG-E01000","CSG-E01001","CSG-Ring","Up","10G","Fiber","Ring","Access","34%","LINESTRING(116.777852 40.298403, 116.7804178 40.3009872, 116.783145 40.298574)"
"CSG-E01001","CSG-E01002","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","41%","LINESTRING(116.783145 40.298574, 116.7862055 40.2966705, 116.788223 40.299657)"
"CSG-E01002","CSG-E01003","CSG-Ring","Up","10G","Fiber","Ring","Access","48%","LINESTRING(116.788223 40.299657, 116.7906064 40.3026533, 116.793921 40.300737)"
"CSG-E01003","CSG-E01004","CSG-Ring","Up","10G","Fiber","Ring","Access","55%","LINESTRING(116.793921 40.300737, 116.7977906 40.2995896, 116.799807 40.303086)"
"CSG-E01004","CSG-E01005","CSG-Ring","Up","10G","Fiber","Ring","Access","62%","LINESTRING(116.799807 40.303086, 116.7989987 40.3066281, 116.802493 40.307623)"
"ASG-037","CSG-E00996","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","69%","LINESTRING(116.779118 40.329765, 116.7655444 40.3222914, 116.759849 40.307881)"
"ASG-118","CSG-E01005","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","76%","LINESTRING(116.741976 40.252123, 116.7622445 40.2907661, 116.802493 40.307623)"
"CSG-E01006","CSG-E01007","CSG-Ring","Up","10G","Fiber","Ring","Access","83%","LINESTRING(116.794584 40.022176, 116.795072 40.0193298, 116.797295 40.021173)"
"CSG-E01007","CSG-E01008","CSG-Ring","Up","10G","Fiber","Ring","Access","90%","LINESTRING(116.797295 40.021173, 116.7998652 40.0219688, 116.798544 40.019625)"
"CSG-E01008","CSG-E01009","CSG-Ring","Up","10G","Fiber","Ring","Access","21%","LINESTRING(116.798544 40.019625, 116.7968667 40.0173889, 116.799662 40.017388)"
"CSG-E01009","CSG-E01010","CSG-Ring","Up","10G","Fiber","Ring","Access","28%","LINESTRING(116.799662 40.017388, 116.8016861 40.0193821, 116.802244 40.016596)"
"CSG-E01010","CSG-E01011","CSG-Ring","Up","10G","Fiber","Ring","Access","35%","LINESTRING(116.802244 40.016596, 116.803499 40.0140306, 116.805002 40.016459)"
"CSG-E01011","CSG-E01012","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","42%","LINESTRING(116.805002 40.016459, 116.8059534 40.0191326, 116.807657 40.016863)"
"CSG-E01012","CSG-E01013","CSG-Ring","Up","10G","Fiber","Ring","Access","49%","LINESTRING(116.807657 40.016863, 116.810323 40.0159625, 116.809515 40.018658)"
"CSG-E01013","CSG-E01014","CSG-Ring","Up","10G","Fiber","Ring","Access","56%","LINESTRING(116.809515 40.018658, 116.8096942 40.0213825, 116.811579 40.019407)"
"CSG-E01014","CSG-E01015","CSG-Ring","Up","10G","Fiber","Ring","Access","63%","LINESTRING(116.811579 40.019407, 116.8135565 40.0174647, 116.81383 40.020223)"
"CSG-E01015","CSG-E01016","CSG-Ring","Down","10G","Fiber","Ring","Access","70%","LINESTRING(116.81383 40.020223, 116.8127289 40.0227018, 116.815271 40.021756)"
"CSG-E01016","CSG-E01017","CSG-Ring","Up","10G","Fiber","Ring","Access","77%","LINESTRING(116.815271 40.021756, 116.8179525 40.0216909, 116.816019 40.02355)"
"CSG-E01017","CSG-E01018","CSG-Ring","Up","10G","Fiber","Ring","Access","84%","LINESTRING(116.816019 40.02355, 116.8141363 40.0254735, 116.816826 40.025374)"
"ASG-041","CSG-E01006","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","91%","LINESTRING(116.770159 40.05852, 116.7758296 40.0359515, 116.794584 40.022176)"
"ASG-096","CSG-E01018","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","22%","LINESTRING(116.834737 40.055699, 116.83124 40.0373125, 116.816826 40.025374)"
"CSG-E01019","CSG-E01020","CSG-Ring","Up","10G","Fiber","Ring","Access","29%","LINESTRING(116.292045 39.822025, 116.2900954 39.8239848, 116.289822 39.821234)"
"CSG-E01020","CSG-E01021","CSG-Ring","Up","10G","Fiber","Ring","Access","36%","LINESTRING(116.289822 39.821234, 116.2897799 39.8185468, 116.287976 39.820539)"
"CSG-E01021","CSG-E01022","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","43%","LINESTRING(116.287976 39.820539, 116.2873286 39.8232644, 116.285518 39.821127)"
"CSG-E01022","CSG-E01023","CSG-Ring","Up","10G","Fiber","Ring","Access","50%","LINESTRING(116.285518 39.821127, 116.2863726 39.8185798, 116.284011 39.819861)"
"CSG-E01023","CSG-E01024","CSG-Ring","Up","10G","Fiber","Ring","Access","57%","LINESTRING(116.284011 39.819861, 116.2813917 39.8193106, 116.28371 39.817973)"
"CSG-E01024","CSG-E01025","CSG-Ring","Up","10G","Fiber","Ring","Access","64%","LINESTRING(116.28371 39.817973, 116.2838778 39.8152988, 116.281958 39.817168)"
"CSG-E01025","CSG-E01026","CSG-Ring","Up","10G","Fiber","Ring","Access","71%","LINESTRING(116.281958 39.817168, 116.2793533 39.8169886, 116.281624 39.8157)"
"CSG-E01026","CSG-E01027","CSG-Ring","Up","10G","Fiber","Ring","Access","78%","LINESTRING(116.281624 39.8157, 116.2822777 39.813052, 116.279892 39.814374)"
"CSG-E01027","CSG-E01028","CSG-Ring","Up","10G","Fiber","Ring","Access","85%","LINESTRING(116.279892 39.814374, 116.2785064 39.8120791, 116.281076 39.812843)"
